"...1","Identificador","ual_prov","ual_estr","ual_segm","al_ncues","fp_numt","fp_numl","rc_clacul","fp_k704","fp_k705","fp_k706ha","fp_k707ha","fp_k708","fp_k709","fp_k710","fp_k711","fp_k712","fp_venmernac","fp_venmerint","fp_prepasuelo","fp_poda","fp_tutoreo","fp_despunte","fp_riego","fp_superf_regada_ha","fp_porc_surc","fp_porc_aspe","fp_porc_micr","fp_porc_gote","fp_porc_nebu","fp_porc_otro","fp_obsmetrie","fp_aferti","fp_forg","fp_cant1_fo","fp_umed1_fo","fp_cant2_fo","fp_umed2_fo","fp_cant3_fo","fp_umed3_fo","fp_fqui","fp_cantidad_npk_fq","fp_umed_npk_fq","fp_cantidad_nit_fq","fp_umed_nit_fq","fp_cantidad_fq","fp_umed_fq","fp_cantidad_pot_fq","fp_umed_pot_fq","fp_afito","fp_porg","fp_cantidad_po","fp_umedida_po","fp_pqui","fp_cantidad_her_pq","fp_umed_her_pq","fp_color_her_pq","fp_cantidad_ins_pq","fp_umed_ins_pq","fp_color_ins_pq","fp_cantidad_fun_pq","fp_umed_fun_pq","fp_color_fun_pq","fp_cantidad_pq","fp_umed_pq","fp_color_pq","fp_trabocacont","fp_trabfami","fp_clacu","fp_full_tabaco","fp_tabaco","fp_Bonche","fp_Bouquet","fp_tn","fact_exp_fin"
69,"05016101080560040","05","01","08056","0040",1,1,716,2,1,0.15,0.15,4000,12000,3,475,25,100,NA,1,1,1,1,1,0.15,NA,NA,100,NA,NA,NA,NA,1,1,11,3,NA,NA,NA,NA,1,10,3,NA,NA,10,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,6,5,3,12,5,3,NA,NA,NA,0,2,716,NA,NA,475,NA,1,11.2079540905407
70,"05016163000993627","05","63","00099","3627",2,1,716,1,4,12.4,12.4,860000,8e+06,1,18000,400,NA,100,1,1,1,1,1,12.4,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1,4,NA,NA,1,NA,NA,80,2,80,2,80,2,1,2,NA,NA,1,NA,NA,NA,860,5,2,2479,5,3,NA,NA,NA,NA,NA,716,18000,NA,NA,NA,1,1
71,"05016163000993628","05","63","00099","3628",3,1,716,1,11,9,9,684540,5914742,2,23658,235,NA,100,1,1,1,1,1,9,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,120000,1,1,NA,NA,15000,2,15000,2,15000,2,1,2,NA,NA,1,NA,NA,NA,216,5,2,542,5,2,NA,NA,NA,NA,NA,716,NA,23658,NA,NA,1,1
72,"05016163000993630","05","63","00099","3630",2,1,716,1,26,17,17,1183486,15300000,1,34325,400,NA,100,1,1,1,1,1,17,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1,4,NA,NA,1,NA,NA,103,2,103,2,103,2,1,2,NA,NA,1,NA,NA,NA,1180,5,2,3390,5,3,NA,NA,NA,NA,NA,716,34325,NA,NA,NA,1,1
73,"05016163000993631","05","63","00099","3631",2,1,716,1,20,7,7,392000,6115200,3,220147,25,3,97,1,1,1,1,1,7,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,106,2,106,2,106,2,1,2,NA,NA,1,NA,NA,NA,250,5,2,1400,5,2,NA,NA,NA,NA,NA,716,NA,NA,220147,NA,1,1
74,"05016163000993635","05","63","00099","3635",2,1,716,1,4,10.2,10.2,750000,8500000,1,19125,400,NA,100,1,1,1,1,1,10.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1,4,NA,NA,1,NA,0,62,2,62,2,62,2,1,2,NA,NA,1,NA,NA,NA,700,5,2,1200,5,3,NA,NA,NA,0,0,716,19125,NA,NA,NA,1,1
75,"05016163000993636","05","63","00099","3636",2,1,716,1,26,15,15,1042200,16189000,1,36425,400,NA,100,1,1,1,1,1,15,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1,4,NA,NA,1,NA,NA,90,2,90,2,90,2,1,2,NA,NA,1,NA,NA,NA,1000,5,3,3000,5,3,NA,NA,NA,NA,NA,716,36425,NA,NA,NA,1,1
76,"05016163000993637","05","63","00099","3637",2,1,716,1,10,9,9,850000,6600000,2,32340,200,2,98,1,1,1,1,1,9,NA,NA,NA,100,NA,NA,NA,1,1,150,3,NA,NA,NA,NA,1,NA,NA,15000,2,15000,2,15000,2,1,2,NA,NA,1,NA,NA,NA,500,2,2,450,2,2,500,2,3,NA,NA,716,NA,32340,NA,NA,1,1
77,"05016163000993642","05","63","00099","3642",2,1,716,1,20,20,20,1492732,12818452,3,481973,25,NA,100,1,1,1,1,1,20,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,600,1,1,NA,NA,34896,2,34896,2,34896,2,1,2,NA,NA,1,NA,NA,NA,500,5,2,1200,5,3,800,5,3,NA,NA,716,NA,NA,481973,NA,1,1
78,"05016163000993652","05","63","00099","3652",2,1,716,1,20,3,3,168000,2620800,1,7257,325,3,97,1,1,1,1,1,3,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,30,2,30,2,30,2,1,2,NA,NA,1,NA,NA,NA,50,5,2,600,5,2,NA,NA,NA,NA,NA,716,7257,NA,NA,NA,1,1
79,"05016163000993659","05","63","00099","3659",2,1,716,1,20,7.2,7.2,550000,6e+06,3,216000,25,10,90,1,1,1,1,1,7.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,10000,2,NA,NA,1,NA,NA,20,4,NA,NA,10,4,1,2,NA,NA,1,35,1,4,100,5,4,800,5,4,NA,NA,NA,NA,NA,716,NA,NA,216000,NA,1,1
80,"05016163000993684","05","63","00099","3684",2,1,716,1,28,21,21,1700000,2e+07,1,45000,400,NA,100,1,1,1,1,1,21,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1,4,NA,NA,1,NA,NA,125,2,125,2,125,2,1,2,NA,NA,1,NA,NA,NA,1470,5,2,4200,5,3,NA,NA,NA,NA,NA,716,45000,NA,NA,NA,1,1
81,"05016163000993713","05","63","00099","3713",2,1,716,1,2,10,10,8e+05,8e+06,2,25866,300,10,90,1,1,1,1,1,10,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,250,2,NA,NA,1,NA,NA,32000,2,7500,2,11500,2,1,2,NA,NA,1,NA,NA,NA,25,5,2,550,2,3,325,5,3,NA,NA,716,NA,25866,NA,NA,1,1
82,"05016163000993713","05","63","00099","3713",4,2,716,1,2,10,10,8e+05,8e+06,2,25866,300,10,90,1,1,1,1,1,10,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,250,2,NA,NA,1,NA,NA,32000,2,7500,2,11500,2,1,2,NA,NA,1,NA,NA,NA,25,5,2,550,2,3,325,5,3,NA,NA,716,NA,25866,NA,NA,1,1
83,"05016263000993632","05","63","00099","3632",2,1,716,1,4,5,5,308000,2800000,1,9146,300,NA,100,1,1,1,1,1,5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,500,3,NA,NA,1,NA,NA,6000,2,6000,2,6000,2,1,1,50,1,1,NA,NA,NA,350,5,3,1000,5,3,NA,NA,NA,NA,NA,716,9146,NA,NA,NA,1,1
84,"05055063000993681","05","63","00099","3681",1,1,716,1,4,0.6,0.6,50000,2e+05,3,8000,25,30,70,1,1,1,1,1,0.6,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,96,1,1,240,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,4,5,3,4,5,3,4,5,3,0,0,716,NA,NA,8000,NA,1,1
85,"05055063000993717","05","63","00099","3717",2,1,716,1,23,10.9,10.9,730490,8029831,1,18067,400,10,90,1,1,1,1,1,10.9,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,900,2,900,2,900,2,1,1,20,2,1,NA,NA,NA,480,5,2,480,5,4,NA,NA,NA,0,0,716,18067,NA,NA,NA,1,1
86,"05055363000993649","05","63","00099","3649",2,1,716,1,25,37.2,37.2,2530172,2.3e+07,1,41400,500,10,90,1,1,1,1,1,37.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,8000,2,24,1,1,NA,NA,41118,2,36651,2,1081,2,1,2,NA,NA,1,NA,NA,NA,473,2,2,923,2,2,493,2,4,0,0,716,41400,NA,NA,NA,1,1
87,"05055363000993658","05","63","00099","3658",2,1,716,1,7,10,10,7e+05,2800000,3,111440,25,NA,100,1,1,1,1,1,10,NA,NA,NA,100,NA,NA,NA,1,1,9600,2,NA,NA,NA,NA,1,NA,NA,1000,2,1000,2,1000,2,1,2,NA,NA,1,NA,NA,NA,127,2,2,248,5,2,132,5,4,0,0,716,NA,NA,111440,NA,1,1
88,"06075201017190007","06","01","01719","0007",6,1,716,1,3,0.15,0.15,5000,4200,3,168,25,100,NA,1,1,1,1,1,0.15,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,0.25,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,0.25,5,4,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,168,NA,1,9.64314397405777
89,"10015463000993792","10","63","00099","3792",1,1,716,1,13,4.5,4.5,3e+05,1602400,3,64000,25,10,90,1,1,1,1,1,4.5,NA,NA,NA,100,NA,NA,NA,1,1,77625,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,180,5,1,NA,NA,NA,96,5,3,180,5,4,96,5,4,NA,NA,716,NA,NA,64000,NA,1,1
90,"10025463000993562","10","63","00099","3562",1,1,716,1,8,2,2,145000,1705200,2,6684,250,95,5,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,10,4,NA,NA,NA,NA,1,3600,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,6,5,2,24,5,2,30,2,4,NA,NA,NA,NA,NA,716,NA,6684,NA,NA,1,1
91,"10035663000993793","10","63","00099","3793",1,1,716,1,12,21.77,21.77,1845000,23800000,1,50682,400,NA,100,1,1,1,1,1,21.77,NA,NA,NA,100,NA,NA,NA,1,1,6269.76,2,NA,NA,NA,NA,1,8852.33,2,36238.99,2,NA,NA,23542.94,2,1,2,NA,NA,1,13.28,5,4,659.86,5,4,1610.98,5,4,35.05,5,4,150,NA,716,50682,NA,NA,NA,1,1
92,"10045363000993692","10","63","00099","3692",1,1,716,1,7,0.85,0.85,60684,667524,3,25286,25,0,100,1,1,1,1,1,0.85,NA,NA,100,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,100,2,3,3,5,3,NA,NA,716,NA,NA,25286,NA,1,1
93,"10045363000993692","10","63","00099","3692",1,2,716,1,5,0.4,0.4,28557,314127,3,11899,25,0,100,1,1,1,1,1,0.4,NA,NA,100,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,50,2,3,1.5,5,3,NA,NA,716,NA,NA,11899,NA,1,1
94,"10045363000993692","10","63","00099","3692",1,3,716,1,3,0.3,0.3,21418,235598,3,8924,25,0,100,1,1,1,1,1,0.3,NA,NA,100,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,37.5,2,3,1,5,3,NA,NA,716,NA,NA,8924,NA,1,1
95,"10045763000993607","10","63","00099","3607",1,1,716,1,17,1.78,1.78,113997,1246188,4,97223,12,NA,100,1,1,1,1,1,1.78,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1117.98,2,465.83,2,NA,NA,1461.02,2,1,1,230.69,5,1,NA,NA,NA,8.54,5,2,96.12,2,2,12.82,5,2,NA,NA,716,NA,NA,NA,97223,1,1
96,"10045763000993607","10","63","00099","3607",2,2,716,1,7,13.16,13.16,990595,14360088,4,1120326,12,NA,100,1,1,1,1,1,13.16,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,8265.53,2,3443.97,2,NA,NA,10801.73,2,1,1,1705.53,5,1,NA,NA,NA,63.17,5,2,710.64,2,2,94.75,5,2,NA,NA,716,NA,NA,NA,1120326,1,1
97,"10045763000993726","10","63","00099","3726",3,2,716,1,5,11.1,11.1,831000,7800000,3,302640,25,NA,100,1,1,1,1,1,11.1,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,7326,3,NA,NA,1,NA,NA,31968,2,6660,2,15318,2,1,1,5,5,1,NA,NA,NA,120,5,4,180,5,4,200,5,4,10,NA,716,NA,NA,302640,NA,1,1
98,"17015263000993595","17","63","00099","3595",1,1,716,1,10,5,5,375000,4500000,2,13500,300,5,95,1,1,1,1,1,5,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,2.5,4,3000,1,1,6300,2,1800,2,500,2,4250,2,1,1,500,5,1,NA,NA,NA,48,5,3,60,5,3,NA,NA,NA,NA,NA,716,NA,13500,NA,NA,1,1
99,"17015263000993595","17","63","00099","3595",2,2,716,1,5,4,4,3e+05,3600000,2,10800,300,5,95,1,1,1,1,1,4,NA,100,NA,NA,NA,NA,NA,1,1,NA,NA,2,4,2400,1,1,5040,2,14400,2,400,2,3400,2,1,1,400,5,1,NA,NA,NA,38.4,5,3,48,5,3,NA,NA,NA,NA,NA,716,NA,10800,NA,NA,1,1
100,"17015263000993666","17","63","00099","3666",1,1,716,1,15,14.5,14.5,973715,1.2e+07,3,470400,25,100,NA,1,1,1,1,1,14,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,100,1,1,203000,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,942.5,5,2,2324,5,4,1260,5,4,NA,NA,716,NA,NA,470400,NA,1,1
101,"17015263000993771","17","63","00099","3771",1,1,716,1,15,7,7,350000,4200000,1,13125,288,5,95,1,1,1,1,1,7,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,15000,2,1400,1,1,NA,NA,2100,2,1050,5,NA,NA,1,1,2800,5,1,NA,NA,NA,490,5,3,1050,5,3,14,5,3,NA,NA,716,13125,NA,NA,NA,1,1
102,"17015263000993771","17","63","00099","3771",2,2,716,1,4,2.5,2.5,160000,1500000,1,4687,288,5,95,1,1,1,1,1,2.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,5000,2,500,1,1,NA,NA,750,2,375,5,NA,NA,1,1,1000,5,1,NA,NA,NA,175,5,3,375,5,3,5,5,3,NA,NA,716,4687,NA,NA,NA,1,1
103,"17015863000993603","17","63","00099","3603",3,1,716,1,6,0.57,0.57,43030,276781,2,1318,200,NA,100,1,1,1,1,1,0.57,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,343,2,NA,NA,1,NA,NA,2832,2,NA,NA,645,2,1,2,NA,NA,1,NA,NA,NA,98,5,2,50,2,3,10.5,5,2,NA,NA,716,NA,1318,NA,NA,1,1
104,"17015963000993579","17","63","00099","3579",1,1,716,1,1,0.6,0.6,36000,3e+05,2,2880,100,6,94,1,1,1,1,1,0.6,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,23760,2,1560,1,1,1584,2,2340,2,47,5,343,2,1,1,468,5,1,NA,NA,NA,62,5,3,94,5,4,62,5,2,NA,NA,716,NA,2880,NA,NA,1,1
105,"17015963000993583","17","63","00099","3583",1,1,716,1,10,1,1,70000,770000,2,7315,100,10,90,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1.15,4,NA,NA,1,NA,NA,7543,2,2057,2,2057,2,1,1,69,5,1,NA,NA,NA,27,5,3,93,5,2,65,5,3,NA,NA,716,NA,7315,NA,NA,1,1
106,"17015963000993583","17","63","00099","3583",2,2,716,1,4,2.5,2.5,2e+05,2200000,2,21900,100,10,90,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2.85,4,NA,NA,1,NA,NA,18857,2,5143,2,5143,2,1,1,171,5,1,NA,NA,NA,69,5,3,23,5,2,163,5,3,NA,NA,716,NA,21900,NA,NA,1,1
107,"17015963000993592","17","63","00099","3592",1,1,716,1,11,1.21,1.21,910000,1228500,4,99303,12,NA,100,1,1,1,1,1,1.21,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,19820,2,NA,NA,NA,NA,NA,NA,1,1,292,5,1,NA,NA,NA,68,5,4,210,5,4,105,5,4,NA,NA,716,NA,NA,NA,99303,1,1
108,"17016063000993547","17","63","00099","3547",1,1,716,1,2,9,9,738009,10550486,2,83734,120,NA,100,1,1,1,1,1,9,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,121410,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1323,5,2,2160,5,3,160,2,2,NA,NA,716,NA,83734,NA,NA,1,1
109,"17016063000993547","17","63","00099","3547",2,2,716,1,14,10.73,10.73,879870,12578580,2,99830,120,NA,100,1,1,1,1,1,10.73,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,144748,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1577.31,5,5,2575,5,3,190,2,2,NA,NA,716,NA,99830,NA,NA,1,1
110,"17016063000993578","17","63","00099","3578",1,1,716,1,10,2,2,140000,980000,3,39200,25,NA,100,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1080,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1200,5,4,400,5,4,380,5,4,20,NA,716,NA,NA,39200,NA,1,1
111,"17016063000993588","17","63","00099","3588",1,1,716,1,8,2.5,2.5,157000,1142975,2,5172,200,NA,100,1,1,1,1,1,2.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,10000,1,1,813,2,3000,2,1839,2,2048,2,1,2,NA,NA,1,NA,NA,NA,135,5,2,291,2,3,58,5,2,NA,NA,716,NA,5172,NA,NA,1,1
112,"17016063000993589","17","63","00099","3589",1,1,716,1,5,1,1,80000,750000,3,30000,25,1,99,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,5136,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,84,5,3,120,5,3,120,5,4,NA,NA,716,NA,NA,30000,NA,1,1
113,"17016063000993589","17","63","00099","3589",2,2,716,1,17,1,1,80000,750000,3,30000,25,1,99,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,5136,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,84,5,3,120,5,3,120,5,4,NA,NA,716,NA,NA,30000,NA,1,1
114,"17016301136270002","17","01","13627","0002",5,1,716,1,20,1,1,107000,535000,3,21177,24,15,85,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,6,1,1,NA,NA,144,2,63,2,50,2,1,2,NA,NA,1,NA,NA,NA,36,5,2,85,2,3,80,5,3,NA,NA,716,NA,NA,21177,NA,1,16.6797482305545
115,"17017163000993604","17","63","00099","3604",1,1,716,1,5,1.5,1.5,60000,180000,3,6984,25,100,NA,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,2800,1,1,40,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,5,5,2,10,5,2,8,5,2,NA,NA,NA,NA,NA,716,NA,NA,6984,NA,1,1
116,"17017501195920002","17","01","19592","0002",5,1,716,1,7,0.5,0.5,37500,312500,3,12500,25,1,99,1,1,1,1,1,0.5,NA,NA,NA,100,NA,NA,NA,1,1,312.5,2,312,2,NA,NA,1,NA,NA,275,2,150,2,408,2,1,2,NA,NA,1,NA,NA,NA,1.5,5,3,23,2,3,9.5,5,3,NA,NA,716,NA,NA,12500,NA,1,35.2665694104901
117,"17017501195920002","17","01","19592","0002",6,2,716,1,5,0.5,0.5,37500,312500,3,12500,25,1,99,1,1,1,1,1,0.5,NA,NA,NA,100,NA,NA,NA,1,1,312.5,2,312,2,NA,NA,1,NA,NA,275,2,150,2,408,2,1,2,NA,NA,1,NA,NA,NA,1.5,5,3,23,2,3,9.5,5,3,NA,NA,716,NA,NA,12500,NA,1,6.07814864581118
118,"17017501205090027","17","01","20509","0027",1,1,716,1,12,9.83,9.83,712761,8010410,3,288374,25,NA,100,1,1,1,1,1,9.83,NA,NA,NA,100,NA,NA,NA,1,1,643,3,133,3,NA,NA,1,2662,2,1331,2,385,2,2795,2,1,2,NA,NA,1,385,5,3,154,5,3,154,5,4,462,5,4,0,NA,716,NA,NA,288374,NA,1,0.310482671098971
119,"17017501207070001","17","01","20707","0001",1,1,716,1,8,4.5,4.5,342000,2400000,3,95040,25,10,90,1,1,1,1,1,4.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2200,3,NA,NA,1,12,4,NA,NA,NA,NA,NA,NA,1,1,1800,2,1,NA,NA,NA,240,2,4,800,2,4,200,2,4,NA,NA,716,NA,NA,95040,NA,1,0
120,"17017563000993616","17","63","00099","3616",1,1,716,1,8,4.5,4.5,342000,2400000,3,95040,25,10,90,1,1,1,1,1,4.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2200,3,NA,NA,1,12,4,NA,NA,NA,NA,NA,NA,1,1,1800,2,1,NA,NA,NA,240,2,4,800,2,4,200,2,4,NA,NA,716,NA,NA,95040,NA,1,1
121,"17017563000993673","17","63","00099","3673",1,1,716,1,4,6.7,6.7,536000,5386104,3,204672,25,NA,100,1,1,1,1,1,6.7,NA,NA,NA,100,NA,NA,NA,1,1,5801,2,NA,NA,30165,1,1,NA,NA,3318,2,1568,2,1267,2,1,1,6033,5,1,NA,NA,NA,75,5,4,181,5,4,121,5,2,NA,NA,716,NA,NA,204672,NA,1,1
122,"17017563000993673","17","63","00099","3673",2,2,716,1,3,9.4,9.4,752000,7556623,3,287152,25,NA,100,1,1,1,1,1,9.4,NA,NA,NA,100,NA,NA,NA,1,1,8139,2,NA,NA,42320,1,1,NA,NA,4655,2,2201,2,1777,2,1,1,8464,5,1,NA,NA,NA,106,5,4,254,5,4,169,5,2,NA,NA,716,NA,NA,287152,NA,1,1
123,"17017563000993673","17","63","00099","3673",3,3,716,1,2,7,7,560000,5627273,3,213836,25,NA,100,1,1,1,1,1,7,NA,NA,NA,100,NA,NA,NA,1,1,6060,2,NA,NA,31515,1,1,NA,NA,3467,2,1639,2,1324,2,1,1,6303,5,1,NA,NA,NA,79,5,4,189,5,4,126,5,2,NA,NA,716,NA,NA,213836,NA,1,1
124,"17017663000993774","17","63","00099","3774",1,1,716,1,10,9.32,9.32,637522,8200000,4,669666,12,6,94,1,1,1,1,1,9.32,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1176,4,NA,NA,1,99600,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,240,5,3,2436,5,4,1668,5,4,NA,NA,716,NA,NA,NA,669666,1,1
125,"17025001082120001","17","01","08212","0001",1,1,716,1,15,13,13,1100000,10200000,1,12750,600,10,90,1,1,1,1,1,13,NA,NA,NA,100,NA,NA,NA,1,1,185.71,4,NA,NA,NA,NA,1,5590,2,11142,2,1207,2,5107,2,1,1,1392,5,1,185,5,4,742,5,3,204,2,3,185,5,4,18,NA,716,12750,NA,NA,NA,1,2.71181519972609
126,"17025001109140008","17","01","10914","0008",1,1,716,1,0,0.3,0.3,18000,14400,3,547,25,100,NA,1,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,1,700,3,NA,NA,NA,NA,1,480,2,27,2,360,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,1,716,NA,NA,547,NA,1,50.8650483885477
127,"17025001109140009","17","01","10914","0009",2,1,716,1,3,0.12,0.12,10000,20000,3,760,25,100,NA,1,1,1,1,1,0.12,NA,NA,NA,100,NA,NA,NA,1,1,24,2,NA,NA,NA,NA,1,55,2,NA,NA,NA,NA,200,2,1,2,NA,NA,1,NA,NA,NA,4,5,3,5,5,3,NA,NA,NA,NA,1,716,NA,NA,760,NA,1,74.461562334634
128,"17025063000993505","17","63","00099","3505",1,1,716,1,15,0.68,0.68,47872,689357,4,68936,6,0,100,1,1,1,1,1,0.68,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,10.88,4,NA,NA,1,136,2,224.4,2,NA,NA,462.4,2,1,2,NA,NA,1,NA,NA,NA,9.52,2,4,54.4,2,4,17,5,4,NA,NA,716,NA,NA,NA,68936,1,1
129,"17025063000993505","17","63","00099","3505",2,2,716,1,19,5.84,5.84,411136,5920358,4,572036,6,0,100,1,1,1,1,1,5.84,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,93.44,4,NA,NA,1,1168,2,1927.2,2,NA,NA,3971.2,2,1,2,NA,NA,1,NA,NA,NA,81.76,2,4,467.2,2,4,146,5,4,NA,NA,716,NA,NA,NA,572036,1,1
130,"17025063000993505","17","63","00099","3505",3,3,716,1,6,2.95,2.95,207680,2990592,4,299059,6,0,100,1,1,1,1,1,2.95,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,47.2,4,NA,NA,1,590,2,973.5,2,NA,NA,2006,2,1,2,NA,NA,1,NA,NA,NA,41.3,2,4,236,2,4,73.75,5,4,NA,NA,716,NA,NA,NA,299059,1,1
131,"17025063000993505","17","63","00099","3505",4,4,716,1,23,1.36,1.36,95744,1378713,4,137871,6,0,100,1,1,1,1,1,1.36,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,21.76,4,NA,NA,1,332,2,448.8,2,NA,NA,924.8,2,1,2,NA,NA,1,NA,NA,NA,19.04,2,4,108.8,2,4,34,5,4,NA,NA,716,NA,NA,NA,137871,1,1
132,"17025063000993505","17","63","00099","3505",5,5,716,1,1,4.03,4.03,283712,4085453,4,408545,6,0,100,1,1,1,1,1,4.03,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,64.48,4,NA,NA,1,806,2,1329.9,2,NA,NA,2740.4,2,1,2,NA,NA,1,NA,NA,NA,56.42,2,4,322.4,2,4,100.75,5,4,NA,NA,716,NA,NA,NA,408545,1,1
133,"17025063000993762","17","63","00099","3762",1,1,716,1,18,37.19,37.19,2417350,33842900,1,87992,350,6,94,1,1,1,1,1,37.19,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,294.54,4,NA,NA,1,NA,NA,100019,2,59627.11,2,93287,2,1,2,NA,NA,1,NA,NA,NA,1668,5,3,7472,2,3,789,2,3,NA,NA,716,87992,NA,NA,NA,1,1
134,"17025063000993763","17","63","00099","3763",1,1,716,1,12,10.2,10.2,884340,9213027,1,20729,400,NA,100,1,1,1,1,1,10.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,35,4,NA,NA,1,42,2,5630,2,NA,0,167,2,1,1,2000,5,1,NA,NA,NA,100,5,3,417,2,4,167,2,4,30,NA,716,20729,NA,NA,NA,1,1
135,"17025063000993835","17","63","00099","3835",1,1,716,1,7,19.62,19.62,1559173,14600000,2,33371,350,NA,100,1,1,1,1,1,19.62,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,6.75,4,NA,NA,1,NA,NA,115,4,6,4,3,4,1,1,246,4,1,NA,NA,NA,1100,5,3,7000,5,3,2800,5,3,NA,NA,716,NA,33371,NA,NA,1,1
